,Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
239,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,92.0,53.54813559322028,52.78361581920898
240,2008,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,6.0,53.54813559322028,52.78361581920898
241,2008,"Assault (Homicide: Y87.1, X85-Y09)",M,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
242,2008,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,529.0,39.4,32.7
243,2008,All Other Causes,F,Hispanic,885.0,74.9,90.2
244,2008,Aortic Aneurysm and Dissection (I71),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
245,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,5503.0,410.0,342.3
246,2008,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,52.0,10.4,14.9
247,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,356.0,41.9,41.8
248,2008,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
249,2008,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
250,2008,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3366.0,234.5,160.5
251,2008,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,192.0,18.3,17.1
252,2008,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,206.0,24.3,31.0
253,2008,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,132.0,11.9,22.8
254,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
255,2008,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,210.0,14.6,8.8
256,2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,193.0,13.4,9.4
257,2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,13.0,53.54813559322028,52.78361581920898
258,2008,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,30.0,5.6,7.9
259,2008,Diabetes Mellitus (E10-E14),M,Hispanic,191.0,17.3,31.3
260,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,35.0,53.54813559322028,52.78361581920898
261,2008,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1046.0,88.5,104.7
262,2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,172.0,15.6,16.3
263,2008,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,12.0,53.54813559322028,52.78361581920898
264,2008,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,124.0,11.2,18.8
265,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
266,2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,53.0,10.6,12.2
267,2008,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,265.0,31.2,40.2
268,2008,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
269,2008,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,379.0,26.4,14.9
270,2008,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,13.0,53.54813559322028,52.78361581920898
271,2008,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,286.0,33.7,33.8
272,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,6836.0,476.2,245.5
273,2008,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,73.0,13.7,19.1
274,2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Asian and Pacific Islander,14.0,2.8,4.9
275,2008,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,267.0,25.5,23.6
276,2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,13.0,2.4,3.3
277,2009,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,285.0,33.6,41.4
278,2009,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,390.0,27.1,15.2
279,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,40.0,53.54813559322028,52.78361581920898
280,2009,All Other Causes,M,Other Race/ Ethnicity,18.0,53.54813559322028,52.78361581920898
281,2009,Alzheimer's Disease (G30),F,White Non-Hispanic,205.0,14.3,6.5
282,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,14.0,53.54813559322028,52.78361581920898
283,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Not Stated/Unknown,10.0,53.54813559322028,52.78361581920898
284,2009,All Other Causes,F,Black Non-Hispanic,1305.0,124.6,117.3
285,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,134.0,15.8,16.8
286,2009,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,147.0,17.3,22.6
287,2009,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
288,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,7.0,53.54813559322028,52.78361581920898
289,2009,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,384.0,36.7,33.7
290,2009,Diabetes Mellitus (E10-E14),M,Hispanic,172.0,15.3,25.4
291,2009,Alzheimer's Disease (G30),F,Black Non-Hispanic,79.0,7.5,6.8
292,2009,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3346.0,232.9,159.0
293,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,188.0,18.0,16.4
294,2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
295,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,145.0,12.9,13.5
296,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,17.0,3.3,3.5
297,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2535.0,242.1,220.9
298,2009,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,58.0,11.4,15.5
299,2009,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,143.0,12.7,21.1
300,2009,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,83.0,15.1,20.3
301,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
302,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,155.0,12.9,16.0
303,2009,All Other Causes,M,Not Stated/Unknown,55.0,53.54813559322028,52.78361581920898
304,2009,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,55.0,10.0,12.7
305,2009,"Assault (Homicide: Y87.1, X85-Y09)",M,Not Stated/Unknown,7.0,53.54813559322028,52.78361581920898
306,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,5.0,53.54813559322028,52.78361581920898
307,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
308,2009,All Other Causes,F,Other Race/ Ethnicity,11.0,53.54813559322028,52.78361581920898
309,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,448.0,81.6,108.7
310,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,56.0,4.7,5.3
311,2009,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,111.0,9.9,18.3
312,2009,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,41.0,53.54813559322028,52.78361581920898
313,2009,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1097.0,91.6,107.2
314,2009,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,48.0,9.4,13.3
315,2009,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
316,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,5168.0,384.2,319.8
317,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
318,2009,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,281.0,26.8,24.5
319,2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,26.0,5.1,7.2
320,2009,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,255.0,30.0,30.0
321,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,554.0,108.5,158.8
322,2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
323,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,16.0,53.54813559322028,52.78361581920898
324,2009,All Other Causes,F,Asian and Pacific Islander,220.0,40.1,48.9
325,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1349.0,112.7,143.8
326,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,57.0,4.8,4.7
327,2009,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3236.0,240.5,205.6
328,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1382.0,123.1,227.9
329,2009,All Other Causes,F,Not Stated/Unknown,26.0,53.54813559322028,52.78361581920898
330,2009,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
331,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,75.0,5.2,5.1
332,2009,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,216.0,18.0,22.8
333,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
334,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,30.0,5.5,7.4
335,2009,All Other Causes,M,Black Non-Hispanic,1246.0,146.7,167.7
336,2009,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,6.0,53.54813559322028,52.78361581920898
337,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,170.0,15.1,17.9
338,2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,131.0,15.4,19.0
339,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,245.0,23.4,21.3
340,2009,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,154.0,18.1,22.8
341,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,55.0,10.8,12.3
342,2009,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1180.0,105.1,172.2
343,2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
344,2009,Alzheimer's Disease (G30),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
345,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Not Stated/Unknown,8.0,53.54813559322028,52.78361581920898
346,2009,All Other Causes,F,Hispanic,775.0,64.7,75.3
347,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
348,2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,215.0,15.0,7.8
349,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,329.0,38.7,38.5
350,2009,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
351,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,7.0,53.54813559322028,52.78361581920898
352,2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
353,2009,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,47.0,53.54813559322028,52.78361581920898
354,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,2068.0,243.5,318.9
355,2009,Septicemia (A40-A41),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
356,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,221.0,16.4,14.8
357,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,111.0,53.54813559322028,52.78361581920898
358,2009,All Other Causes,F,White Non-Hispanic,1684.0,117.2,77.2
359,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,94.0,53.54813559322028,52.78361581920898
360,2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,148.0,11.0,9.1
361,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,154.0,12.9,16.0
362,2009,Diabetes Mellitus (E10-E14),F,Hispanic,215.0,18.0,22.2
363,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
364,2009,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,19.0,53.54813559322028,52.78361581920898
365,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,196.0,17.5,20.0
366,2009,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,227.0,16.9,14.2
367,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,119.0,10.6,14.1
368,2009,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,8.0,53.54813559322028,52.78361581920898
369,2009,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,371.0,27.6,23.3
370,2009,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,290.0,21.6,18.2
371,2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,84.0,7.0,8.8
372,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,96.0,8.0,8.1
373,2009,Alzheimer's Disease (G30),F,Hispanic,56.0,4.7,6.2
374,2009,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,229.0,15.9,9.5
375,2009,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,398.0,72.5,83.5
376,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,178.0,12.4,8.3
377,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,6297.0,438.3,226.2
378,2009,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1735.0,165.7,151.1
379,2009,Alzheimer's Disease (G30),F,Asian and Pacific Islander,14.0,2.5,3.6
380,2009,All Other Causes,M,White Non-Hispanic,1818.0,135.1,118.5
381,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,84.0,16.5,26.1
382,2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,75.0,7.2,6.7
383,2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,35.0,6.9,6.7
384,2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,18.0,3.3,4.6
385,2009,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,12.0,53.54813559322028,52.78361581920898
386,2009,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,51.0,10.0,16.9
387,2009,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
388,2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,17.0,3.1,3.1
389,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,208.0,19.9,17.9
390,2009,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1557.0,183.4,228.8
391,2009,All Other Causes,M,Asian and Pacific Islander,220.0,43.1,56.1
392,2009,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
393,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,38.0,53.54813559322028,52.78361581920898
394,2009,Alzheimer's Disease (G30),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
395,2009,Atherosclerosis (I70),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
396,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
397,2009,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,629.0,43.8,23.1
398,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,183.0,16.3,30.9
399,2009,Certain Conditions originating in the Perinatal Period (P00-P96),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
400,2009,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,555.0,41.3,34.3
401,2009,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,506.0,99.1,127.0
402,2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,191.0,14.2,13.0
403,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,207.0,24.4,33.3
404,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,61.0,11.1,14.1
405,2009,Certain Conditions originating in the Perinatal Period (P00-P96),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
406,2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,227.0,21.7,19.6
407,2009,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,17.0,53.54813559322028,52.78361581920898
408,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,279.0,20.7,18.7
409,2009,All Other Causes,M,Hispanic,1067.0,95.0,138.1
410,2009,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,458.0,31.9,19.1
411,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,37.0,6.7,8.0
412,2010,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,89.0,15.8,19.2
413,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,58.0,4.8,5.2
414,2010,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
415,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,219.0,15.3,7.7
416,2010,Alzheimer's Disease (G30),F,Black Non-Hispanic,88.0,8.4,7.3
417,2010,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,46.0,53.54813559322028,52.78361581920898
418,2010,Viral Hepatitis (B15-B19),M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
419,2010,All Other Causes,F,Other Race/ Ethnicity,27.0,53.54813559322028,52.78361581920898
420,2010,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,384.0,36.6,33.0
421,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,54.0,10.4,13.7
422,2010,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,30.0,5.8,8.7
423,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,252.0,24.0,21.4
424,2010,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1768.0,168.6,151.8
425,2010,All Other Causes,M,White Non-Hispanic,2034.0,151.6,130.9
426,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,4495.0,335.1,277.0
427,2010,Septicemia (A40-A41),F,White Non-Hispanic,107.0,7.5,4.3
428,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,10.0,53.54813559322028,52.78361581920898
429,2010,Alzheimer's Disease (G30),F,Hispanic,71.0,5.8,7.5
430,2010,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
431,2010,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,86.0,8.2,7.4
432,2010,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,202.0,23.7,30.9
433,2010,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,168.0,13.8,16.7
434,2010,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
435,2010,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,51.0,9.1,11.3
436,2010,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,279.0,32.8,41.0
437,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,394.0,70.1,89.7
438,2010,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,6.0,53.54813559322028,52.78361581920898
439,2010,All Other Causes,F,Not Stated/Unknown,18.0,53.54813559322028,52.78361581920898
440,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
441,2010,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,414.0,73.6,79.9
442,2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,18.0,3.5,3.1
443,2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
444,2010,Alzheimer's Disease (G30),F,White Non-Hispanic,247.0,17.3,7.5
445,2010,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
446,2010,All Other Causes,M,Black Non-Hispanic,1230.0,144.5,166.2
447,2010,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,25.0,53.54813559322028,52.78361581920898
448,2010,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,29.0,53.54813559322028,52.78361581920898
449,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
450,2010,All Other Causes,M,Asian and Pacific Islander,308.0,59.2,77.2
451,2010,Chronic Lower Respiratory Diseases (J40-J47),M,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
452,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,50.0,53.54813559322028,52.78361581920898
453,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,152.0,14.5,12.9
454,2010,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,171.0,20.1,23.9
455,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
456,2010,Diabetes Mellitus (E10-E14),F,Hispanic,219.0,18.0,21.5
457,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
458,2010,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,34.0,53.54813559322028,52.78361581920898
459,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,271.0,20.2,18.4
460,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,297.0,34.9,34.0
461,2010,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,6.0,53.54813559322028,52.78361581920898
462,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,33.0,5.9,7.1
463,2010,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,526.0,101.0,124.5
464,2010,Insitu or Benign / Uncertain Neoplasms (D00-D48),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
465,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2282.0,217.7,194.2
466,2010,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,149.0,13.0,23.9
467,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
468,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
469,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,17.0,3.0,2.9
470,2010,All Other Causes,F,Hispanic,1007.0,82.7,94.6
471,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,70.0,53.54813559322028,52.78361581920898
472,2010,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,275.0,26.2,23.6
473,2010,Mental and Behavioral Disorders due to Use of Alcohol (F10),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
474,2010,"Assault (Homicide: Y87.1, X85-Y09)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
475,2010,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,64.0,12.3,15.5
476,2010,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3438.0,240.4,163.0
477,2010,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,6.0,53.54813559322028,52.78361581920898
